show;number;title;duration;date;year;month;weekday;host;guest;category;topic;summary;network
Game Show;36;This is How We Lost America in the First Place;01:13:29;2016-05-11;2016;May;Wednesday;"Dan Moren;Lex Friedman";"Antony Johnston;Lizbeth Myles;Paul Cornell;Christa Mrgan;Guy English;Aleen Simms";Inconceivable!;Inconceivable! Episode 10;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure.And now for something completely…well, partially different. Team United Kingdom faces off against Team North America for a grudge match, the likes of which have not seen in at least two hundred years. They’ll need to suss out the true identities of characters who go by many names, test their knowledge of the length of TV show runs, and of course deal with our terrible pop music/nerd mash-ups. Joining host Dan Moren and scorekeeper Lex Friedman are Antony Johnston, Liz Myles, and Paul Cornell for the UK side, and Christa Mrgan, Guy English, and Aleen Simms repping the US and Canada.;The Incomparable
Game Show;35;Introvocabulum: Overeager Judge;00:47:35;2016-04-26;2016;April;Tuesday;Aleen Simms;"Erika Ensign;Monty Ashley;David J. Loehr;Steven Schapansky;Justin Michael";Game Show;The english-language word game with the Latin name;Pre-taped from the Internet, it’s a new game show that involves pairs of players guessing a magic word with single-word clues. If this sounds like the classic game show “Password,” IT IS ABSOLUTELY NOTHING LIKE PASSWORD.;The Incomparable
Game Show;34;What Am I Doohan Hangin' Round?;00:41:08;2016-04-14;2016;April;Thursday;David J. Loehr;"Glenn Fleishman;Aleen Simms;Scott McNulty";Turns Out!;Turns Out! episode 3;In case you thought we were bluffing, Turns Out is back with the unbelievable stories of where some of your favorite science fiction series really came from. Aleen Simms and Glenn Fleishman join host David J. Loehr in trying to pull the Andorian velour over Scott McNulty’s eyes. Also, we play the most obscure lightning round yet, we find out who’s the Shatner in the room, and we try not to get annoyed when our flight gets delayed. You wouldn’t like us when our flight gets delayed.;The Incomparable
Game Show;33;Exits Are Unknown;00:48:56;2016-03-29;2016;March;Tuesday;Tony Sindelar;"Monty Ashley;Steve Lutz;Jason Snell;Dan Moren;Brian Hamilton;Glenn Fleishman;David J. Loehr;Scott McNulty";Parsely (Action Castle);Parsely Adventures II: Jungle Adventure;We return to the dangerous land of group text adventures with “Jungle Adventure”, in which the survivor of a plane crash wanders through a dark jungle. And wanders. And wanders.;The Incomparable
Game Show;32;Intangibility is a Serious Problem;01:12:43;2016-03-16;2016;March;Wednesday;"Dan Moren;Jason Snell";"Steve Lutz;Scott McNulty;Brian Hamilton;Marisa McClellan;Glenn Fleishman;Brianna Wu";Inconceivable!;Inconceivable! Episode 9;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure.Think you can identify a movie from its final line? It’s harder than it sounds. Our panel tries their hand at that task, along with ferreting out fake superhero alter egos and Godzilla monsters, identifying extra obscure jargon, and playing a rousing game of “one of these things is not like the other.” Joining host Dan Moren and fill-in scorekeeper Jason Snell are Steve Lutz, Scott McNulty, Brian Hamilton, Marisa McClellan, Glenn Fleishman, and Brianna Wu. ;The Incomparable
Game Show;31;Low Definition: Tempted by the Little Man;01:04:33;2016-03-01;2016;March;Tuesday;Steve Lutz;"Erika Ensign;Tiff Arment;Glenn Fleishman;Antony Johnston;Brian Hamilton;Jason Snell";Low Definition;Low Definition 3;"An hour of fun 
Definitions from Steve Lutz 
Plus Florida Man";The Incomparable
Game Show;30;Game Night: TARFIS;00:40:11;2016-02-15;2016;February;Monday;Jason Snell;"Chip Sudderth;Joe Rosensteel;Erika Ensign;Lizbeth Myles;Deborah Stanish;Shannon Sudderth";Game Show;Game of Matching: “Doctor Who” edition;Live from the Gallifrey One convention in Los Angeles, a special “Doctor Who”-themed edition of The Game of Matching! Awkward answers to silly questions! Telepathy gone awry! And more fun than you can shake a [blank] at.;The Incomparable
Game Show;29;Laser Cars are Really Sweet;00:47:13;2016-02-03;2016;February;Wednesday;"Dan Moren;Lex Friedman";"Kat Griffiths;Mikah Sargent;Erika Ensign;Antony Johnston;Shannon Sudderth;Monty Ashley";Inconceivable!;Inconceivable! Episode 8;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure. In our long-awaited return, our all-star panel tries to identify fake fantasy lands, mashes up robots (or not), and tries their best to turn acronyms into real words. Joining host Dan Moren and scorekeeper Lex Friedman are Kat Griffiths (Verity!), Mikah Sargent (Cartoon Cast), Erika Ensign (Lazy Doctor Who), Antony Johnston (Unjustly Maligned), Shannon Sudderth (The Audio Guide to Babylon 5), and Monty Ashley (Game of Thrones Flashcast).;The Incomparable
Game Show;28;Game Night: Dental Dam;00:52:49;2016-01-20;2016;January;Tuesday;Jason Snell;"Mikah Sargent;Aleen Simms;Erika Ensign;Steve Lutz;Glenn Fleishman;Philip Michaels;David J. Loehr;Monty Ashley";Game Show;Game of Matching ‘16;In this edition of Game Night, we play a game called The Game of Matching that is totally not at all like a celebrity panel show from the 1970s. Also, Glenn does poetry.;The Incomparable
Game Show;27;Lake Tourist;01:17:55;2015-12-20;2015;December;Sunday;Steve Lutz;"Tiff Arment;Aleen Simms;Dan Moren;Monty Ashley;Jason Snell;Brian Hamilton";Low Definition;Low Definition 2;In this special holiday edition of Low Definition, our contestants must grapple with weird definitions, obscure holidays, Norwegian movie titles, and even a Morrissey song.;The Incomparable
Game Show;26;Pundit Showdown: Rivalry of the Fruits;00:53:12;2015-12-01;2015;December;Tuesday;Philip Michaels;"Aleen Simms;Brianna Wu;Jason Snell;Roman Loyola";Game Show;Pundit Showdown;The Pundit Showdown returns with a year-end edition that covers the Surface Book, Jimmy Iovine, Jessica Jones, emoji, and a visit to the Festivus pole.;The Incomparable
Game Show;25;Counterclockwise: Order of the University of Phoenix;00:40:52;2015-11-26;2015;November;Wednesday;"Jason Snell;Dan Moren";"Shannon Sudderth;Aleen Simms";Game Show;Harry Potter;This time we discuss the “Harry Potter” series, both the books and the movies. Topics include: gadgets/spells we wish we could have, decisions J.K. Rowling regrets (and we do too), greatest moments in the series, and the ultimate reason why this series is so wildly popular.;The Incomparable
Game Show;24;Stephen Hawking Said;00:44:29;2015-11-17;2015;November;Tuesday;Monty Ashley;"Aleen Simms;Steve Lutz;Glenn Fleishman;Brian Hamilton;Dan Moren;David J. Loehr";Feuding Families;Family Feud 1977;“Family Feud 1977” returns, as our six contestants face off in an attempt to guess what game show audiences in 1977 were thinking. Let’s play the feud!;The Incomparable
Game Show;23;Low Definition: Space Blobs;00:58:01;2015-11-11;2015;November;Wednesday;Steve Lutz;"Aleen Simms;Brian Hamilton;David J. Loehr;Glenn Fleishman;Jason Snell;Tony Sindelar";Low Definition;Low Definition 1;In this game that’s absolutely nothing like Balderdash and not a product of Canada, players create their own fake definitions for real worlds. And there are a few twists along the way, because this is most definitely not Balderdash.;The Incomparable
Game Show;22;Cabaret of Fire;00:57:39;2015-11-04;2015;November;Wednesday;"Dan Moren;Lex Friedman";"Brian Hamilton;Lizbeth Myles;John Moltz;Brianna Wu;Chip Sudderth;Lisa Schmeiser";Inconceivable!;Inconceivable! Episode 7;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure. In our latest episode, our panel of panels susses out fake video game villains and knightly houses, plays a game of “What’s the magic word?”, and teases apart some mashed-up “classic” sci-fi movies. Joining host Dan Moren and scorekeeper Lex Friedman are Brian Hamilton (Game of Thrones flashcast), Liz Myles (Verity!), John Moltz (Speedy Arrowcast), Brianna Wu (Isometric), Chip Sudderth (Two-minute Time Lord), and Lisa Schmeiser (The Flash Flashcast).;The Incomparable
Game Show;21;Light Lamp;00:45:40;2015-09-22;2015;September;Tuesday;Tony Sindelar;"Steve Lutz;Glenn Fleishman;Erika Ensign;Chip Sudderth;Jason Snell;Dan Moren";Parsely (Action Castle);Parsely Adventures I: Action Castle;What if you cross a party game with an old-school text adventure? You get Action Castle, the game that turns a human being into an old-style command line prompt and a bunch of people into a single bumbling adventurer. Go west! Get fish! Inventory!;The Incomparable
Game Show;20;Pundit Showdown: Breakfast Octopus;00:42:12;2015-09-08;2015;September;Monday;Philip Michaels;"Andy Ihnatko;Susie Ochs;David J. Loehr;Peter Cohen";Game Show;Labor day pundit telethon;With an Apple media event on the horizon, it’s time for a return to the Pundit Showdown! Four pundits vie to become our latest champion! Let’s go to the tote board!;The Incomparable
Game Show;19;Low Definition: The Liripoop Interlude;00:51:36;2015-09-01;2015;September;Tuesday;Steve Lutz;"David J. Loehr;Jason Snell;Monty Ashley;Chip Sudderth;Scott McNulty";Low Definition;Balderdash part the second;Balderdash! Our game of fake definitions returns with new stupid words that almost nobody has ever heard of before. Which player will reign supreme? (Since Dan’s not on this episode, it probably won’t be Jason.);The Incomparable
Game Show;18;Harry Potter and the Odor of the Weasel;00:52:53;2015-08-25;2015;August;Tuesday;"Dan Moren;Jason Snell";"Marisa McClellan;Scott McNulty;David J. Loehr;Steven Schapansky;Erika Ensign;Steve Lutz";Inconceivable!;Inconceivable! Episode 6;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure. For our first show recorded live and in person, our panels tell us the difference between warlocks and wizards, identify Terry Pratchett deities and sci-fi sports, and do a little bit of fantasy casting. Husband-and-wife team Scott McNulty and Marisa McClellan (with third wheel David Loehr) go up against husband-and-wife team Steven Schapansky and Erika Ensign (with third wheel Steve Lutz). ;The Incomparable
Game Show;18;Harry Potter and the Odor of the Weasel;00:52:53;2015-08-25;2015;August;Tuesday;"Dan Moren;Jason Snell";"Marisa McClellan;Scott McNulty;David J. Loehr;Steven Schapansky;Erika Ensign;Steve Lutz";NA;Inconceivable! Episode 6;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure. For our first show recorded live and in person, our panels tell us the difference between warlocks and wizards, identify Terry Pratchett deities and sci-fi sports, and do a little bit of fantasy casting. Husband-and-wife team Scott McNulty and Marisa McClellan (with third wheel David Loehr) go up against husband-and-wife team Steven Schapansky and Erika Ensign (with third wheel Steve Lutz). ;The Incomparable
Game Show;17;Low Definition: Hempen Humbug;00:56:01;2015-08-04;2015;August;Tuesday;Steve Lutz;"Jason Snell;Erika Ensign;Monty Ashley;Dan Moren;Tony Sindelar;David J. Loehr";Low Definition;Balderdash!;Once a month the Incomparable family plays a game, like you might around the table with your family. This month it’s Balderdash, the game of obscure words and ridiculous definitions. You’ll never look at pooks the same way again.;The Incomparable
Game Show;16;Pundit Showdown: International Incident;00:44:26;2015-07-28;2015;July;Tuesday;Philip Michaels;"Serenity Caldwell;Jeff Carlson;Erik Malinowski;Jim Dalrymple";Game Show;Pundit Showdown 2;The Pundit Showdown returns with our panel of four technology experts answering host Philip Michaels’ questions in hopes of earning points and glory! But which panelist will strain international relationships to the breaking point? (Hint: He has a beard.);The Incomparable
Game Show;15;Vampire Or Not;00:48:59;2015-07-21;2015;July;Tuesday;"Dan Moren;Jason Snell";"Lisa Schmeiser;Guy English;Erika Ensign;Chip Sudderth;Aleen Simms;Steve Lutz";Inconceivable!;Inconceivable! Episode 5;Welcome back to “Inconceivable!”, the show that tests two teams’ knowledge of the nerdy, the useless, and the obscure. Obscure 1990s vampires! Batman villains! … High school chemistry? Those are just a few of the things that we quiz our panelists on this month. Lisa Schmeiser, Guy English, and Erika Ensign take on Chip Sudderth, Aleen Simms, and Steve Lutz, while host Dan Moren and scorekeeper pro tempore Jason Snell oversee the proceedings. ;The Incomparable
Game Show;14;Counterclockwise: Zombie King;00:32:25;2015-07-13;2015;July;Monday;"Jason Snell;Dan Moren";"Brian Hamilton;Monty Ashley";Game Show;Counterclockwise 5 - Game of Thrones;This month’s Counterclockwise is all about HBO’s “Game of Thrones.” Is you-know-who really dead? Who is left to cheer for? Are TV viewers supposed to keep spoilers quiet so as not to offend book readers? Of all the deaths, what was the most memorable? We answer the questions you never asked!;The Incomparable
Game Show;13;Game Night: Golfing with Hitler;02:01:40;2015-06-13;2015;June;Saturday;Jason Snell;"Monty Ashley;David J. Loehr;Erika Ensign;Dan Moren;Tony Sindelar;Steve Lutz;Philip Michaels";Game Show;Trivial Pursuit;This month on Game Night, we take a second spin at playing Trivial Pursuit—the original Genus Edition from the 1980s, of course. Strangely enough, things get a little scatological when we get to the brown spaces.;The Incomparable
